Time [s]	ENG_Speed rpm	CHA_Speed kph	DRV_Pedal_Pos %	CHA_Acc_Long g	DRV_Brk_Pressure_F bar	GBX_Position -	CHA_Acc_Lat g	DRV_Steer_Angle DEG	CHA_Yaw_Rate DEG/s	TRK_Distance m	WHL_Speed_FL kph	WHL_Speed_FR kph	WHL_Speed_RL kph	WHL_Speed_RR kph	SUS_Load_PushRod_FL N	SUS_Load_PushRod_FR N	SUS_Load_PushRod_RL N	SUS_Load_PushRod_RR N	DRV_Brk_Pressure_R bar	ENG_Torque_Meas Nm	Time s	CHA_Handling g	SUS_Spring_Travel_FL mm	SUS_Spring_Travel_FR mm	SUS_Spring_Travel_RL mm	SUS_Spring_Travel_RR mm	AER_Balance_Meas %	CHA_RideHeight_FL mm	CHA_RideHeight_FR mm	CHA_RideHeight_RL mm	CHA_RideHeight_RR mm
0.00	9846.485287	117.067389	100.000000	0.477053	0.000000	2.000000	0.130913	7.949803	3.015384	0.000000	116.749718	116.928708	120.079373	120.079902	3341.790271	3432.520024	5117.144428	5313.019225	0.000000	0.000000	0.000000	-0.468611	0.193993	0.057634	-0.624823	-0.934711	35.012543	25.622798	25.522017	50.832827	50.904179
0.01	9859.640434	117.236818	100.000000	0.477434	0.000000	2.000000	-0.190014	-11.237525	1.712135	0.325918	116.929664	117.182489	120.231412	120.233470	3146.900038	3725.735020	5022.762617	5420.450306	0.000000	0.000000	0.010000	-0.661071	0.037617	0.185791	-0.743726	-0.875447	35.005543	25.827541	25.322488	51.011786	50.771296
0.02	9872.084909	117.405344	100.000000	0.478622	0.000000	2.000000	-0.136061	-9.377820	-0.479838	0.652305	117.193077	117.254362	120.397628	120.400027	3088.819451	3778.169637	4896.201559	5540.876005	0.000000	0.000000	0.020000	-0.581281	-0.213726	0.384369	-0.965015	-0.715075	35.002736	25.834290	25.329400	51.116123	50.697657
0.03	9883.969037	117.574793	100.000000	0.481159	0.000000	2.000000	-0.117416	-7.891904	-1.967738	0.979163	117.478440	117.362283	120.558564	120.560003	3356.206376	3485.450944	4922.187087	5471.843675	0.000000	0.000000	0.030000	-0.481652	-0.244393	0.392012	-1.113459	-0.602545	35.004889	25.703201	25.476293	51.093744	50.733233
0.04	9895.456003	117.744826	100.000000	0.481782	0.000000	2.000000	-0.122004	-6.877074	-2.908106	1.306494	117.728323	117.488488	120.723623	120.723811	3440.429611	3439.618857	5201.261873	5242.942500	0.000000	0.000000	0.040000	-0.393310	-0.141535	0.337126	-1.060542	-0.628621	35.002686	25.509276	25.680195	50.964830	50.865471
0.05	9906.793633	117.914798	100.000000	0.481384	0.000000	2.000000	-0.136858	-6.089827	-3.438346	1.634297	117.946781	117.630977	120.898771	120.897623	3604.706432	3221.401914	5445.947222	5057.631757	0.000000	0.000000	0.050000	-0.309727	0.058208	0.094072	-0.874922	-0.791445	34.991439	25.309808	25.891868	50.782425	51.059887
0.06	9918.299569	118.084763	100.000000	0.481336	0.000000	2.000000	-0.151852	-5.415029	-3.669429	1.962573	118.143720	117.787514	121.068815	121.066539	3748.239606	3115.835515	5614.556076	4847.840835	0.000000	0.000000	0.060000	-0.233876	0.345404	-0.233645	-0.625774	-1.085990	34.961931	25.148568	26.088297	50.589378	51.261597
0.07	9930.196562	118.254577	100.000000	0.480662	0.000000	2.000000	-0.161477	-4.816502	-3.684186	2.291320	118.323970	117.954876	121.229660	121.226706	3836.695328	3062.598354	5740.795816	4740.334704	0.000000	0.000000	0.070000	-0.171347	0.658932	-0.522823	-0.345073	-1.401945	34.888863	25.057704	26.260443	50.415572	51.422067
0.08	9942.573253	118.424060	100.000000	0.479484	0.000000	2.000000	-0.163949	-4.295670	-3.554091	2.620539	118.492195	118.129373	121.383207	121.380173	3817.962158	3041.944728	5796.301161	4713.627278	0.000000	0.000000	0.080000	-0.125230	0.877444	-0.755369	-0.067294	-1.695394	34.827324	25.040422	26.395301	50.292361	51.526221
0.09	9955.407332	118.593051	100.000000	0.477951	0.000000	2.000000	-0.159033	-3.814369	-3.337681	2.950228	118.652804	118.308170	121.534154	121.531505	3749.352914	3021.869551	5776.872196	4754.274532	0.000000	0.000000	0.090000	-0.092758	0.973746	-0.916979	0.172304	-1.931222	34.786766	25.076607	26.476445	50.236992	51.579485
0.10	9968.615056	118.761477	100.000000	0.476271	0.000000	2.000000	-0.149447	-3.415510	-3.081554	3.280385	118.808473	118.488456	121.686567	121.684564	3656.576633	3159.868008	5701.506999	4764.930029	0.000000	0.000000	0.100000	-0.073628	0.987242	-0.941509	0.348177	-2.088647	34.773081	25.138316	26.492949	50.248504	51.595115
0.11	9982.102179	118.929147	100.000000	0.473773	0.000000	2.000000	-0.139124	-3.090931	-2.820624	3.611008	118.962010	118.669279	121.848060	121.846641	3640.586807	3073.773810	5639.693263	5013.474283	0.000000	0.000000	0.110000	-0.061606	0.978206	-0.955568	0.440704	-2.107213	34.787936	25.198442	26.443196	50.317130	51.591615
0.12	9995.828093	119.096322	100.000000	0.473220	0.000000	2.000000	-0.127896	-2.825178	-2.572370	3.942096	119.115390	118.849818	122.010997	122.010089	3554.893222	3195.046080	5432.096062	4999.782057	0.000000	0.000000	0.120000	-0.055588	0.956477	-0.921101	0.416487	-2.100942	34.822503	25.249841	26.349657	50.421192	51.577192
0.13	10009.727609	119.263081	100.000000	0.471699	0.000000	2.000000	-0.116194	-2.613312	-2.349503	4.273647	119.270048	119.029702	122.173686	122.173192	3484.318087	3288.720007	5434.905104	5036.183543	0.000000	0.000000	0.130000	-0.054476	0.912359	-0.872682	0.379294	-2.054252	34.867746	25.283175	26.234071	50.532789	51.554830
0.14	10023.728840	119.429427	100.000000	0.471104	0.000000	2.000000	-0.108508	-2.436226	-2.155077	4.605661	119.426755	119.208018	122.337553	122.337252	3472.700045	3343.849689	5345.152893	5090.612730	0.000000	0.000000	0.140000	-0.050646	0.852506	-0.785192	0.252734	-1.951938	34.911656	25.299643	26.124180	50.626208	51.527462
0.15	10037.739373	119.595710	100.000000	0.471031	0.000000	2.000000	-0.104352	-2.276491	-1.977409	4.938137	119.585048	119.385030	122.493321	122.493020	3459.132408	3379.091409	5289.304507	5110.915133	0.000000	0.000000	0.150000	-0.043507	0.801755	-0.685884	0.071604	-1.837160	34.946866	25.302790	26.036751	50.687099	51.494434
0.16	10051.603444	119.761870	100.000000	0.470360	0.000000	2.000000	-0.100582	-2.129095	-1.814036	5.271075	119.744164	119.560799	122.645840	122.645522	3450.486478	3392.941677	5285.918700	5125.349931	0.000000	0.000000	0.160000	-0.036859	0.762050	-0.596772	-0.055336	-1.737527	34.973759	25.291102	25.970638	50.715419	51.456544
0.17	10065.178655	119.927750	100.000000	0.469633	0.000000	2.000000	-0.095585	-1.981158	-1.665698	5.604474	119.903833	119.735387	122.803438	122.803155	3486.745675	3394.739509	5369.791111	5158.447529	0.000000	0.000000	0.170000	-0.031754	0.747935	-0.526856	-0.084686	-1.663683	34.991393	25.265628	25.920432	50.714735	51.415137
0.18	10078.402165	120.093599	100.000000	0.470104	0.000000	2.000000	-0.091366	-1.832460	-1.529590	5.938334	120.064307	119.909095	122.960178	122.959916	3491.315127	3389.484432	5335.788542	5145.051616	0.000000	0.000000	0.180000	-0.025586	0.733963	-0.476176	-0.099290	-1.628479	35.004811	25.234730	25.886789	50.689555	51.373004
0.19	10091.232155	120.259582	100.000000	0.470341	0.000000	2.000000	-0.088231	-1.686200	-1.400587	6.272656	120.225306	120.082228	123.111822	123.111556	3432.033655	3380.863122	5302.582444	5161.467330	0.000000	0.000000	0.190000	-0.018264	0.711290	-0.441940	-0.106978	-1.608676	35.013527	25.201508	25.864315	50.645896	51.331058
0.20	10103.634951	120.425570	100.000000	0.470285	0.000000	2.000000	-0.085630	-1.536221	-1.274809	6.607439	120.386252	120.254955	123.263102	123.262821	3468.675600	3379.431927	5317.628362	5155.305289	0.000000	0.000000	0.200000	-0.010026	0.707039	-0.419548	-0.105204	-1.582518	35.018271	25.166965	25.844724	50.593372	51.289770
0.21	10115.629817	120.591491	100.000000	0.470057	0.000000	2.000000	-0.082770	-1.382719	-1.149486	6.942683	120.546915	120.427545	123.416128	123.415836	3615.125467	3362.588388	5393.996072	5172.860562	0.000000	0.000000	0.210000	-0.001916	0.720307	-0.410547	-0.096484	-1.546129	35.023741	25.134540	25.822319	50.543080	51.248990
0.22	10127.289711	120.757357	100.000000	0.469831	0.000000	2.000000	-0.078830	-1.227484	-1.025075	7.278389	120.707433	120.600055	123.569204	123.568929	3633.610570	3379.422608	5445.939535	5172.777295	0.000000	0.000000	0.220000	0.004844	0.719150	-0.398517	-0.088642	-1.515152	35.031479	25.109287	25.794713	50.504750	51.208360
0.23	10138.717903	120.923105	100.000000	0.469194	0.000000	2.000000	-0.073527	-1.074026	-0.903831	7.614555	120.867786	120.772461	123.722180	123.721951	3441.860160	3391.439368	5453.963702	5198.986976	0.000000	0.000000	0.230000	0.009572	0.706968	-0.384514	-0.079799	-1.482166	35.042681	25.093418	25.759639	50.483917	51.167786
0.24	10150.041239	121.088585	100.000000	0.468237	0.000000	2.000000	-0.067258	-0.931677	-0.788438	7.951181	121.027841	120.944510	123.877134	123.876964	3462.789853	3411.199537	5451.356799	5223.650279	0.000000	0.000000	0.240000	0.012049	0.713332	-0.357907	-0.074345	-1.433179	35.057531	25.087073	25.716644	50.481006	51.127087
0.25	10161.409191	121.253692	100.000000	0.467123	0.000000	2.000000	-0.060535	-0.807230	-0.682254	8.288266	121.187877	121.116007	124.034137	124.034025	3579.678596	3431.019094	5413.668072	5250.791617	0.000000	0.000000	0.250000	0.012465	0.719650	-0.322102	-0.076930	-1.367076	35.074464	25.091358	25.669585	50.493956	51.086995
0.26	10172.972040	121.418382	100.000000	0.465864	0.000000	2.000000	-0.053362	-0.695882	-0.588014	8.625810	121.348216	121.286766	124.191243	124.191185	3592.227614	3453.692977	5382.404924	5263.778453	0.000000	0.000000	0.260000	0.011288	0.707273	-0.279573	-0.084845	-1.297070	35.090862	25.107267	25.624663	50.517491	51.047320
0.27	10184.849160	121.582587	100.000000	0.464311	0.000000	2.000000	-0.046120	-0.603148	-0.506889	8.963809	121.508934	121.456547	124.347798	124.347784	3415.161047	3473.763659	5346.746813	5297.376394	0.000000	0.000000	0.270000	0.008801	0.667195	-0.232240	-0.095797	-1.226614	35.096116	25.133575	25.587487	50.544525	51.008036
0.28	10197.115322	121.746238	100.000000	0.462682	0.000000	2.000000	-0.039705	-0.529338	-0.439835	9.302264	121.669636	121.625045	124.504147	124.504157	3395.401011	3488.651054	5296.748836	5298.076043	0.000000	0.000000	0.280000	0.006241	0.652232	-0.184154	-0.116581	-1.156616	35.097159	25.167160	25.561821	50.566404	50.968178
0.29	10209.799309	121.909302	100.000000	0.461154	0.000000	2.000000	-0.034411	-0.476275	-0.386403	9.641172	121.830363	121.792020	124.660520	124.660538	3495.542149	3496.480097	5247.254607	5316.615068	0.000000	0.000000	0.290000	0.003923	0.631975	-0.139955	-0.133276	-1.089260	35.094601	25.203202	25.548949	50.579086	50.929729
0.30	10222.880206	122.071850	100.000000	0.459703	0.000000	2.000000	-0.030349	-0.432918	-0.344782	9.980531	121.991157	121.957516	124.814945	124.814958	3403.882644	3497.872425	5279.284960	5339.668857	0.000000	0.000000	0.300000	0.002487	0.597237	-0.103030	-0.146781	-1.031118	35.089721	25.236280	25.547234	50.581567	50.895140
0.31	10236.276218	122.233895	100.000000	0.458249	0.000000	2.000000	-0.027379	-0.388099	-0.311092	10.320341	122.151659	122.121646	124.968620	124.968623	3388.592979	3494.456222	5271.586259	5341.098314	0.000000	0.000000	0.310000	0.002123	0.577765	-0.074928	-0.163889	-0.987955	35.084745	25.260438	25.551603	50.575081	50.866459
0.32	10249.873671	122.395458	100.000000	0.457061	0.000000	2.000000	-0.025144	-0.339148	-0.280908	10.660601	122.311677	122.284646	125.123271	125.123263	3468.707477	3494.996625	5290.139500	5344.747409	0.000000	0.000000	0.320000	0.002470	0.567275	-0.057020	-0.175598	-0.958479	35.082352	25.270372	25.554781	50.564299	50.846399
0.33	10263.550805	122.556623	100.000000	0.455991	0.000000	2.000000	-0.023609	-0.287641	-0.251187	11.001308	122.471383	122.446982	125.278857	125.278842	3451.752990	3489.757050	5336.998305	5353.358366	0.000000	0.000000	0.330000	0.003336	0.547016	-0.048615	-0.184832	-0.938348	35.084174	25.264659	25.551172	50.554812	50.836578
0.34	10277.193267	122.717455	100.000000	0.455038	0.000000	2.000000	-0.022208	-0.227731	-0.219406	11.342463	122.630769	122.609021	125.435849	125.435832	3366.530778	3468.431576	5378.878779	5355.702150	0.000000	0.000000	0.340000	0.004494	0.522917	-0.042106	-0.193589	-0.928330	35.090574	25.245794	25.537729	50.550311	50.835385
0.35	10290.711600	122.877998	100.000000	0.454194	0.000000	2.000000	-0.020648	-0.165293	-0.184594	11.684064	122.789724	122.771033	125.594906	125.594887	3376.721672	3483.998380	5418.483390	5351.979011	0.000000	0.000000	0.350000	0.005467	0.516889	-0.030757	-0.200724	-0.920780	35.100980	25.218685	25.513580	50.552097	50.838668
0.36	10304.054700	123.038297	100.000000	0.453654	0.000000	2.000000	-0.018828	-0.109271	-0.147503	12.026110	122.948391	122.933243	125.755848	125.755826	3539.605126	3510.023089	5389.323730	5339.954845	0.000000	0.000000	0.360000	0.005862	0.527611	-0.016662	-0.211661	-0.914251	35.113326	25.191101	25.481988	50.560014	50.841928
0.37	10317.208826	123.198390	100.000000	0.453187	0.000000	2.000000	-0.016698	-0.069759	-0.112166	12.368602	123.107063	123.095569	125.917900	125.917866	3570.905608	3511.160941	5339.925807	5343.509712	0.000000	0.000000	0.370000	0.005400	0.525039	-0.006574	-0.221360	-0.904770	35.125033	25.170532	25.448437	50.572420	50.841210
0.38	10330.186334	123.358331	100.000000	0.452879	0.000000	2.000000	-0.014443	-0.046906	-0.082616	12.711538	123.265907	123.257678	126.079196	126.079138	3393.205480	3521.352103	5247.553368	5363.841104	0.000000	0.000000	0.380000	0.004394	0.508032	0.012447	-0.236503	-0.894909	35.133897	25.161737	25.418689	50.585691	50.833448
0.39	10343.008587	123.518117	100.000000	0.452453	0.000000	2.000000	-0.012060	-0.043117	-0.061830	13.054918	123.424766	123.419268	126.239279	126.239183	3355.506410	3534.157561	5221.856558	5386.560906	0.000000	0.000000	0.390000	0.003000	0.505428	0.037417	-0.248037	-0.880914	35.139292	25.164471	25.395410	50.596217	50.817805
0.40	10355.702085	123.677715	100.000000	0.451885	0.000000	2.000000	-0.009966	-0.045950	-0.050569	13.398742	123.583702	123.580117	126.398742	126.398604	3498.435870	3539.962832	5206.203573	5398.599565	0.000000	0.000000	0.400000	0.001878	0.514989	0.063495	-0.257898	-0.854783	35.141458	25.175694	25.379586	50.602543	50.796852
0.41	10368.300340	123.837106	100.000000	0.451224	0.000000	2.000000	-0.008409	-0.054295	-0.046852	13.743009	123.742859	123.740190	126.557405	126.557231	3540.339162	3546.038920	5269.628058	5409.947360	0.000000	0.000000	0.410000	0.001112	0.504255	0.087488	-0.269183	-0.822753	35.140714	25.191882	25.371502	50.605271	50.774613
0.42	10380.838385	123.996270	100.000000	0.450451	0.000000	2.000000	-0.007272	-0.064225	-0.049135	14.087719	123.902118	123.899536	126.715148	126.714942	3378.358498	3549.996624	5336.610356	5419.047732	0.000000	0.000000	0.420000	0.000613	0.475253	0.105549	-0.277366	-0.790945	35.137466	25.208771	25.369363	50.604876	50.753797
0.43	10393.347873	124.155203	100.000000	0.449663	0.000000	2.000000	-0.006836	-0.083998	-0.055945	14.432870	124.061188	124.058247	126.871436	126.871209	3334.642659	3541.557299	5371.012003	5424.599690	0.000000	0.000000	0.430000	0.000259	0.461352	0.114755	-0.286902	-0.760117	35.134248	25.222289	25.370458	50.601521	50.736021
0.44	10405.852254	124.313857	100.000000	0.448806	0.000000	2.000000	-0.007073	-0.113046	-0.067332	14.778463	124.220072	124.216299	127.027157	127.026923	3465.607270	3539.052743	5393.008768	5417.813636	0.000000	0.000000	0.440000	-0.000047	0.462495	0.123869	-0.294273	-0.731207	35.132174	25.229742	25.372421	50.595964	50.722412
0.45	10418.375859	124.472218	100.000000	0.448078	0.000000	2.000000	-0.007993	-0.150508	-0.082926	15.124496	124.378909	124.373716	127.182280	127.182052	3542.984251	3553.222941	5355.723575	5435.491286	0.000000	0.000000	0.450000	-0.000379	0.459360	0.134177	-0.304524	-0.708895	35.131587	25.230854	25.373977	50.590008	50.713979
0.46	10430.926458	124.630304	100.000000	0.447342	0.000000	2.000000	-0.009308	-0.200595	-0.103650	15.470968	124.537766	124.530536	127.336080	127.335856	3421.618672	3563.160647	5296.928408	5418.626767	0.000000	0.000000	0.460000	-0.000924	0.440331	0.143082	-0.311263	-0.699805	35.132914	25.225500	25.373301	50.585569	50.711167
0.47	10443.496439	124.788073	100.000000	0.446443	0.000000	2.000000	-0.010884	-0.256140	-0.129326	15.817879	124.696477	124.686800	127.489888	127.489673	3346.083371	3532.428938	5253.806847	5413.767679	0.000000	0.000000	0.470000	-0.001668	0.432430	0.146839	-0.313752	-0.692415	35.136804	25.213114	25.368022	50.583086	50.713081
0.48	10456.078208	124.945505	100.000000	0.445576	0.000000	2.000000	-0.013051	-0.337717	-0.160917	16.165227	124.854973	124.842497	127.644513	127.644310	3456.056498	3512.708150	5240.846164	5411.539143	0.000000	0.000000	0.480000	-0.003072	0.448603	0.150982	-0.313770	-0.685556	35.143047	25.194930	25.357851	50.582352	50.718147
0.49	10468.668919	125.102615	100.000000	0.444680	0.000000	2.000000	-0.015800	-0.445605	-0.202994	16.513013	125.013612	124.997463	127.799433	127.799244	3555.832949	3537.604407	5278.918412	5418.493159	0.000000	0.000000	0.490000	-0.005447	0.463036	0.159260	-0.310707	-0.679502	35.150390	25.173887	25.345082	50.582791	50.724697
0.50	10481.265955	125.259425	100.000000	0.443777	0.000000	2.000000	-0.018778	-0.560969	-0.255780	16.861234	125.172734	125.151727	127.953818	127.953644	3498.422230	3567.949130	5317.862515	5420.179155	0.000000	0.000000	0.500000	-0.008586	0.456722	0.166533	-0.308166	-0.675963	35.156648	25.153407	25.333200	50.583143	50.731068
0.51	10493.862020	125.415950	100.000000	0.442955	0.000000	2.000000	-0.022132	-0.691267	-0.319090	17.209890	125.332083	125.305296	128.107373	128.107215	3408.898366	3547.990107	5350.469668	5405.633135	0.000000	0.000000	0.510000	-0.012826	0.455281	0.168314	-0.306159	-0.673829	35.161709	25.135585	25.324388	50.580936	50.734932
0.52	10506.443506	125.572206	100.000000	0.442167	0.000000	2.000000	-0.025684	-0.828932	-0.392035	17.558981	125.491602	125.458141	128.259868	128.259731	3476.250203	3518.673414	5386.237516	5395.842833	0.000000	0.000000	0.520000	-0.018028	0.467861	0.169007	-0.302449	-0.671466	35.165085	25.121368	25.319995	50.574493	50.735182
0.53	10518.994126	125.728196	100.000000	0.441446	0.000000	2.000000	-0.030091	-0.996394	-0.476437	17.908505	125.651281	125.610056	128.411528	128.411420	3534.485022	3520.561358	5405.237044	5391.608126	0.000000	0.000000	0.530000	-0.025218	0.476030	0.173627	-0.298336	-0.669303	35.166535	25.110926	25.320880	50.563807	50.732685
0.54	10531.490863	125.883929	100.000000	0.440710	0.000000	2.000000	-0.035321	-1.190779	-0.574942	18.258463	125.811185	125.760857	128.562537	128.562467	3519.411863	3538.615741	5410.215465	5389.672543	0.000000	0.000000	0.540000	-0.034536	0.475623	0.177168	-0.291275	-0.667818	35.166436	25.102666	25.326552	50.549640	50.729260
0.55	10543.912335	126.039404	100.000000	0.440023	0.000000	2.000000	-0.041352	-1.404784	-0.688042	18.608852	125.971339	125.910503	128.713289	128.713272	3486.273037	3525.507646	5403.342695	5386.543664	0.000000	0.000000	0.550000	-0.045669	0.476575	0.174756	-0.282610	-0.668373	35.165559	25.093942	25.335626	50.533046	50.727181
0.56	10556.244317	126.194612	100.000000	0.439219	0.000000	2.000000	-0.048241	-1.650287	-0.816951	18.959673	126.131719	126.058910	128.864248	128.864294	3498.570818	3512.526411	5411.148068	5378.509914	0.000000	0.000000	0.560000	-0.059192	0.485471	0.169876	-0.264991	-0.671811	35.164879	25.081647	25.346199	50.514825	50.728394
0.57	10568.486626	126.349522	100.000000	0.438314	0.000000	2.000000	-0.055840	-1.915422	-0.962131	19.310925	126.292485	126.206078	129.016319	129.016443	3544.139822	3501.627721	5429.224596	5365.320530	0.000000	0.000000	0.570000	-0.074219	0.500299	0.163301	-0.235577	-0.677126	35.164925	25.063780	25.357434	50.495247	50.734381
0.58	10580.660245	126.504100	100.000000	0.437390	0.000000	2.000000	-0.064255	-2.196599	-1.123286	19.662606	126.453794	126.352084	129.170018	129.170235	3549.979939	3494.232004	5447.009520	5345.652945	0.000000	0.000000	0.580000	-0.090101	0.511293	0.155546	-0.192855	-0.684538	35.165496	25.040295	25.370166	50.473079	50.745093
0.59	10592.804228	126.658365	100.000000	0.436520	0.000000	2.000000	-0.073547	-2.483938	-1.297474	20.014716	126.615562	126.497109	129.323816	129.324168	3559.449428	3487.294515	5466.314592	5320.298028	0.000000	0.000000	0.590000	-0.105653	0.534645	0.146373	-0.146001	-0.694019	35.165861	25.012825	25.386264	50.445377	50.758244
0.60	10604.958061	126.812307	100.000000	0.435571	0.000000	2.000000	-0.083570	-2.779161	-1.481284	20.367255	126.777619	126.641309	129.477021	129.477539	3579.052953	3458.942018	5489.953730	5286.406411	0.000000	0.000000	0.600000	-0.120738	0.565348	0.133778	-0.090999	-0.705560	35.165573	24.982714	25.406656	50.410216	50.771443
0.61	10617.153276	126.965921	100.000000	0.434676	0.000000	2.000000	-0.094234	-3.073161	-1.671899	20.720220	126.939786	126.784778	129.629025	129.629747	3597.036842	3392.036713	5509.658998	5229.221561	0.000000	0.000000	0.610000	-0.134549	0.600505	0.115857	-0.035829	-0.719627	35.160786	24.951071	25.431272	50.366919	50.782756
0.62	10629.403155	127.119202	100.000000	0.433798	0.000000	2.000000	-0.104957	-3.355986	-1.865522	21.073611	127.101826	126.927592	129.779594	129.780536	3615.596753	3382.747381	5535.297456	5220.241619	0.000000	0.000000	0.620000	-0.146836	0.640106	0.101582	0.027203	-0.738536	35.149762	24.917503	25.457752	50.315599	50.790238
0.63	10641.699814	127.272147	100.000000	0.432660	0.000000	2.000000	-0.115190	-3.629948	-2.060088	21.427428	127.263593	127.069949	129.928917	129.930038	3634.213951	3477.417602	5549.939941	5240.018267	0.000000	0.000000	0.630000	-0.158511	0.683396	0.088684	0.114370	-0.764790	35.138754	24.880811	25.482911	50.257273	50.793310
0.64	10654.025941	127.424698	100.000000	0.431690	0.000000	2.000000	-0.125461	-3.902520	-2.254420	21.781669	127.424954	127.212095	130.079193	130.080490	3653.372327	3359.000973	5584.981158	5205.093021	0.000000	0.000000	0.640000	-0.169769	0.730032	0.045813	0.214521	-0.790762	35.128159	24.840974	25.505665	50.192998	50.792821
0.65	10666.364363	127.576975	100.000000	0.431093	0.000000	2.000000	-0.136015	-4.178564	-2.449370	22.136333	127.585943	127.353676	130.226886	130.228356	3672.853165	3330.914922	5617.120603	5196.996258	0.000000	0.000000	0.650000	-0.180808	0.779442	0.024946	0.309322	-0.831936	35.117826	24.797855	25.526223	50.121657	50.787974
0.66	10678.670785	127.729046	100.000000	0.430479	0.000000	2.000000	-0.147118	-4.446385	-2.644106	22.491419	127.746921	127.494945	130.370488	130.372155	3704.732495	3357.170638	5642.252775	5186.568945	0.000000	0.000000	0.660000	-0.190400	0.835995	0.002789	0.393499	-0.883690	35.108450	24.750291	25.543413	50.045730	50.781436
0.67	10690.876055	127.880835	100.000000	0.429504	0.000000	2.000000	-0.158332	-4.700609	-2.835962	22.846928	127.907465	127.636004	130.513702	130.515598	3737.892199	3315.100903	5679.739280	5177.189637	0.000000	0.000000	0.670000	-0.198655	0.904746	-0.021994	0.482968	-0.926457	35.100861	24.698010	25.555434	49.967869	50.774787
0.68	10702.931796	128.032260	100.000000	0.428543	0.000000	2.000000	-0.169035	-4.929309	-3.021171	23.202858	128.067397	127.777050	130.660497	130.662630	3767.686618	3309.458325	5711.827211	5182.708002	0.000000	0.000000	0.680000	-0.205363	0.979735	-0.045549	0.588105	-0.956789	35.095282	24.642091	25.562287	49.890762	50.768898
0.69	10714.842621	128.183394	100.000000	0.427902	0.000000	2.000000	-0.179129	-5.130675	-3.196136	23.559208	128.226716	127.918487	130.808825	130.811198	3794.185484	3312.064571	5736.745643	5154.227655	0.000000	0.000000	0.690000	-0.210523	1.057194	-0.076280	0.692162	-0.987504	35.090195	24.587138	25.567952	49.815438	50.763263
0.70	10726.633115	128.334322	100.000000	0.427377	0.000000	2.000000	-0.188500	-5.310367	-3.358294	23.915977	128.385390	128.060506	130.955710	130.958303	3816.637391	3291.079901	5763.825279	5134.841497	0.000000	0.000000	0.700000	-0.214764	1.133403	-0.112637	0.791133	-1.027150	35.084012	24.537085	25.576308	49.741431	50.756626
0.71	10738.322662	128.485050	100.000000	0.426776	0.000000	2.000000	-0.197580	-5.476948	-3.506993	24.273165	128.543250	128.202999	131.100599	131.103413	3835.833298	3287.567576	5794.527913	5119.363643	0.000000	0.000000	0.710000	-0.218290	1.205868	-0.148977	0.881028	-1.069306	35.076063	24.493241	25.589173	49.668975	50.749445
0.72	10749.925183	128.635522	100.000000	0.425943	0.000000	2.000000	-0.206801	-5.639335	-3.642424	24.630772	128.700101	128.345763	131.244980	131.248062	3853.404775	3263.877082	5817.859242	5129.833360	0.000000	0.000000	0.720000	-0.221332	1.273919	-0.181418	0.962698	-1.101123	35.066851	24.454450	25.605780	49.599765	50.743612
0.73	10761.462909	128.785671	100.000000	0.425044	0.000000	2.000000	-0.215768	-5.799124	-3.767295	24.988796	128.855919	128.488644	131.390599	131.393958	3870.184062	3259.925735	5845.246053	5094.619785	0.000000	0.000000	0.730000	-0.224498	1.338009	-0.212302	1.045427	-1.126699	35.057179	24.419602	25.624705	49.536213	50.740809
0.74	10772.973089	128.935505	100.000000	0.424179	0.000000	2.000000	-0.224114	-5.952477	-3.884130	25.347237	129.010909	128.631633	131.536404	131.540009	3885.509322	3255.887952	5866.678553	5100.441729	0.000000	0.000000	0.740000	-0.227910	1.398287	-0.247314	1.126810	-1.158110	35.047238	24.389011	25.645739	49.479988	50.742085
0.75	10784.494564	129.085006	100.000000	0.423208	0.000000	2.000000	-0.232233	-6.110106	-3.995181	25.706093	129.165199	128.774629	131.682172	131.686013	3899.338084	3243.471529	5884.242871	5087.720856	0.000000	0.000000	0.750000	-0.231987	1.454581	-0.284592	1.204722	-1.190374	35.037076	24.362449	25.668675	49.431018	50.747669
0.76	10796.061927	129.234167	100.000000	0.422324	0.000000	2.000000	-0.240087	-6.265916	-4.103601	26.065364	129.318912	128.917411	131.827289	131.831354	3912.026177	3230.196578	5899.362114	5062.574799	0.000000	0.000000	0.760000	-0.236267	1.507015	-0.320093	1.274044	-1.230469	35.026415	24.339947	25.694151	49.388880	50.757954
0.77	10807.695440	129.383001	100.000000	0.421348	0.000000	2.000000	-0.248450	-6.439408	-4.210110	26.425049	129.472055	129.059864	131.970763	131.975090	3924.187312	3220.932571	5923.178273	5048.228780	0.000000	0.000000	0.770000	-0.241452	1.556005	-0.355209	1.324181	-1.274684	35.015458	24.320413	25.721825	49.353848	50.774180
0.78	10819.397941	129.531442	100.000000	0.420126	0.000000	2.000000	-0.256894	-6.619707	-4.317700	26.785146	129.624660	129.201776	132.114524	132.119154	3937.390039	3207.403181	5951.140013	5053.435108	0.000000	0.000000	0.780000	-0.247149	1.602732	-0.390815	1.370978	-1.315993	35.005278	24.300964	25.749431	49.326661	50.797408
