Time [s]	ENG_Speed rpm	CHA_Speed kph	DRV_Pedal_Pos %	CHA_Acc_Long g	DRV_Brk_Pressure_F bar	GBX_Position -	CHA_Acc_Lat g	DRV_Steer_Angle DEG	CHA_Yaw_Rate DEG/s	TRK_Distance m	WHL_Speed_FL kph	WHL_Speed_FR kph	WHL_Speed_RL kph	WHL_Speed_RR kph	SUS_Load_PushRod_FL N	SUS_Load_PushRod_FR N	SUS_Load_PushRod_RL N	SUS_Load_PushRod_RR N	DRV_Brk_Pressure_R bar	ENG_Torque_Meas Nm	Time s	CHA_Handling g	SUS_Spring_Travel_FL mm	SUS_Spring_Travel_FR mm	SUS_Spring_Travel_RL mm	SUS_Spring_Travel_RR mm	AER_Balance_Meas %	CHA_RideHeight_FL mm	CHA_RideHeight_FR mm	CHA_RideHeight_RL mm	CHA_RideHeight_RR mm
45.29	7653.374428	99.147304	0.000000	-1.191061	31.106847	2.000000	-0.805918	-26.932869	-20.049282	1454.343697	97.986417	93.656112	93.427509	93.385998	6000.999442	2886.731562	12633.287345	8125.705374	27.585317	0.000000	45.290000	-0.614028	7.095177	-1.326727	19.737466	8.506510	34.107396	17.871213	22.901481	35.943682	41.211734
45.30	7634.233023	98.724306	0.000000	-1.185390	30.558015	2.000000	-0.844136	-27.381813	-20.731227	1454.618151	97.681681	93.255933	93.128875	93.084854	6142.582805	2865.025304	12892.663153	8091.570163	27.098617	0.000000	45.300000	-0.559459	7.489291	-1.417896	20.359515	8.427320	34.084558	17.499304	22.805156	35.356216	40.936356
45.31	7617.119388	98.303072	0.000000	-1.179316	29.997727	2.000000	-0.894302	-28.603050	-21.353187	1454.891433	97.356109	92.859997	92.843409	92.797245	6276.653197	2836.527166	13123.954201	8059.289678	26.601758	0.000000	45.310000	-0.543200	7.892358	-1.505741	20.994966	8.314486	34.112964	17.129667	22.707310	34.766754	40.659932
45.32	7601.301040	97.883660	0.000000	-1.171958	29.420356	2.000000	-0.938513	-29.490861	-21.987185	1455.163550	97.028121	92.450602	92.574746	92.526569	6403.166449	2812.111424	13350.001789	7981.128684	26.089749	0.000000	45.320000	-0.509616	8.289634	-1.587501	21.616825	8.170711	34.142667	16.769028	22.624252	34.193673	40.403167
45.33	7586.051194	97.467081	0.000000	-1.161177	28.835926	2.000000	-0.973719	-29.869905	-22.518693	1455.434508	96.709719	92.050473	92.320684	92.271060	6531.500231	2778.825662	13551.384229	7908.194149	25.571482	0.000000	45.330000	-0.450817	8.682838	-1.684219	22.204556	8.001134	34.173287	16.425989	22.566548	33.656001	40.188003
45.34	7570.714319	97.054597	0.000000	-1.146987	28.243899	2.000000	-1.002919	-30.027172	-22.910824	1455.704320	96.386556	91.667069	92.070879	92.019914	6651.770885	2727.831164	13712.493809	7808.912773	25.046476	0.000000	45.340000	-0.384913	9.069564	-1.812347	22.752885	7.802724	34.203605	16.116072	22.539136	33.174750	40.030476
45.35	7554.695203	96.647062	0.000000	-1.131997	27.655080	2.000000	-1.038600	-30.772889	-23.203943	1455.972999	96.046114	91.295147	91.818538	91.766237	6751.008887	2673.955781	13829.569024	7692.175676	24.524316	0.000000	45.350000	-0.353196	9.432249	-1.969177	23.243686	7.579208	34.229951	15.856789	22.549475	32.767690	39.939386
45.36	7537.460567	96.244548	0.000000	-1.116211	27.065493	2.000000	-1.070269	-31.547654	-23.491870	1456.240559	95.698592	90.906430	91.561705	91.508184	6826.885984	2628.131344	13911.203099	7558.864203	24.001475	0.000000	45.360000	-0.331235	9.752696	-2.124079	23.674573	7.325565	34.248292	15.656720	22.608352	32.447133	39.920976
45.37	7518.576309	95.847636	0.000000	-1.099011	26.478344	2.000000	-1.095354	-32.217303	-23.762985	1456.507015	95.353517	90.500580	91.297452	91.242880	6887.658987	2565.754009	13948.433119	7412.778600	23.480795	0.000000	45.370000	-0.313669	10.027960	-2.279532	24.040289	7.039357	34.255881	15.521296	22.722193	32.222066	39.981001
45.38	7497.728250	95.456868	0.000000	-1.080213	25.898600	2.000000	-1.105326	-32.211814	-23.962103	1456.772385	95.018947	90.098885	91.022019	90.966627	6929.897316	2487.903375	13938.445545	7260.276331	22.966683	0.000000	45.380000	-0.271996	10.257449	-2.468314	24.335259	6.721062	34.250842	15.457357	22.890568	32.099498	40.121656
45.39	7474.726847	95.072849	0.000000	-1.060931	25.322962	2.000000	-1.118824	-32.743379	-24.082279	1457.036688	94.675379	89.712247	90.734515	90.678640	6942.747800	2417.429178	13876.888552	7112.412474	22.456211	0.000000	45.390000	-0.267069	10.432927	-2.674597	24.552691	6.376098	34.231649	15.473227	23.106409	32.083279	40.337311
45.40	7449.516970	94.695154	0.000000	-1.043288	24.760043	2.000000	-1.131973	-33.582177	-24.253295	1457.299940	94.321337	89.308164	90.433319	90.377300	6920.599850	2350.802435	13779.559878	6972.012312	21.957020	0.000000	45.400000	-0.288133	10.543636	-2.879767	24.683408	6.012728	34.197854	15.566112	23.365014	32.172200	40.620986
45.41	7422.172404	94.323419	0.000000	-1.026953	24.196829	2.000000	-1.143227	-34.499932	-24.481726	1457.562160	93.971266	88.894946	90.121854	90.065708	6877.592877	2280.425149	13579.911160	6834.859134	21.457566	0.000000	45.410000	-0.319630	10.595151	-3.086791	24.691944	5.636584	34.151354	15.723647	23.661156	32.360821	40.968975
45.42	7392.907685	93.957590	0.000000	-1.008906	23.643488	2.000000	-1.139997	-34.731253	-24.719126	1457.823362	93.637689	88.489167	89.797779	89.741853	6805.141274	2208.429489	13557.741925	6696.246713	20.966867	0.000000	45.420000	-0.326246	10.600202	-3.297191	24.643432	5.249318	34.097441	15.926916	23.980024	32.639965	41.375706
45.43	7362.037977	93.597994	0.000000	-0.992622	23.092687	2.000000	-1.139392	-35.240687	-24.910331	1458.083564	93.307546	88.109557	89.460238	89.404396	6751.043842	2141.163878	13337.661439	6568.673553	20.478420	0.000000	45.430000	-0.350301	10.586860	-3.508169	24.467574	4.856503	34.013712	16.166791	24.306683	33.000195	41.832755
45.44	7329.945736	93.243503	0.000000	-0.978968	22.547614	2.000000	-1.147842	-36.546155	-25.179840	1458.342781	92.955025	87.722945	89.117506	89.061816	6716.082040	2087.123295	13190.263714	6441.535309	19.995054	0.000000	45.440000	-0.420061	10.568875	-3.710138	24.215485	4.461802	33.929741	16.420609	24.621638	33.431031	42.330477
45.45	7297.078005	92.893679	0.000000	-0.965945	22.000396	2.000000	-1.151271	-37.568735	-25.549248	1458.601025	92.623090	87.344379	88.756267	88.701004	6620.099788	2040.015809	13010.467615	6316.440211	19.509785	0.000000	45.450000	-0.477562	10.486205	-3.897325	23.934620	4.065837	33.857456	16.657590	24.912450	33.918685	42.865722
45.46	7263.833204	92.548258	0.000000	-0.953414	21.451249	2.000000	-1.150187	-38.076306	-26.003336	1458.858310	92.321936	86.987514	88.378867	88.324015	6580.614480	1984.484594	12829.705126	6192.977622	19.022805	0.000000	45.460000	-0.502535	10.331646	-4.066939	23.621137	3.669842	33.796064	16.871387	25.180027	34.436880	43.423613
45.47	7230.486546	92.207354	0.000000	-0.940135	20.904084	2.000000	-1.143836	-38.213947	-26.458730	1459.114646	92.040985	86.660092	87.994660	87.940157	6545.894227	1943.211167	12672.381963	6079.613792	18.537584	0.000000	45.470000	-0.509076	10.209352	-4.208472	23.290324	3.277043	33.739225	17.077739	25.433231	34.950255	43.972702
45.48	7197.265860	91.870569	0.000000	-0.930501	20.353479	2.000000	-1.160374	-40.250386	-27.004037	1459.370046	91.721705	86.313765	87.610959	87.556868	6520.368936	1909.690721	12533.960621	5985.827567	18.049312	0.000000	45.480000	-0.620161	10.153211	-4.329960	22.956993	2.896211	33.682731	17.285991	25.677330	35.431972	44.486012
45.49	7164.417567	91.536470	0.000000	-0.922509	19.798198	2.000000	-1.167226	-41.253904	-27.657053	1459.624518	91.422571	85.943679	87.233996	87.180104	6495.421009	1864.488356	12439.489644	5899.166996	17.556893	0.000000	45.490000	-0.667531	10.074428	-4.447892	22.638201	2.532120	33.636835	17.477018	25.914685	35.864481	44.956968
45.50	7132.129676	91.205271	0.000000	-0.913388	19.232081	2.000000	-1.172368	-41.658388	-28.280478	1459.878068	91.158085	85.608048	86.867145	86.813206	6450.059596	1810.333780	12391.250505	5815.305118	17.054864	0.000000	45.500000	-0.668789	9.961823	-4.590021	22.354982	2.183333	33.593892	17.639441	26.139307	36.233712	45.380497
45.51	7100.650544	90.876971	0.000000	-0.904831	18.662510	2.000000	-1.181532	-42.144456	-28.865115	1460.130706	90.891614	85.305359	86.514068	86.459901	6438.037543	1756.279693	12386.459909	5741.026682	16.549773	0.000000	45.510000	-0.666940	9.903683	-4.746388	22.121951	1.850986	33.579899	17.775770	26.347177	36.525869	45.743490
45.52	7070.256725	90.551291	0.000000	-0.897758	18.084599	2.000000	-1.203046	-43.579339	-29.421765	1460.382439	90.607890	85.008608	86.176256	86.121733	6450.099344	1720.508811	12406.206447	5679.130127	16.037286	0.000000	45.520000	-0.713833	9.887082	-4.887250	21.950059	1.538623	33.580749	17.881132	26.533886	36.736843	46.041687
45.53	7041.235466	90.227353	0.000000	-0.891801	17.495557	2.000000	-1.225079	-44.905329	-30.047944	1460.633271	90.318522	84.680705	85.848497	85.793707	6567.006421	1682.150928	12420.801878	5620.909347	15.514928	0.000000	45.530000	-0.749521	9.881606	-5.002062	21.882138	1.246703	33.586541	17.938582	26.694709	36.867013	46.280389
45.54	7013.809964	89.905630	0.000000	-0.883666	16.898933	2.000000	-1.233299	-44.586155	-30.607312	1460.883209	90.083547	84.379303	85.524560	85.469303	6642.073616	1660.592549	12441.279041	5567.437952	14.985846	0.000000	45.540000	-0.681245	9.883139	-5.104418	21.880261	0.973593	33.598185	17.945351	26.830788	36.916218	46.465356
45.55	6991.694704	89.586377	0.000000	-0.876779	16.292258	2.000000	-1.258321	-45.410674	-31.070339	1461.132259	89.829259	84.111612	85.222766	85.166776	6601.586596	1606.973547	12626.522316	5516.978484	14.447852	0.000000	45.550000	-0.666289	9.896685	-5.232515	21.927728	0.718416	33.612063	17.917033	26.939740	36.890402	46.594953
45.56	6979.815000	89.268843	0.000000	-0.870018	15.681277	2.000000	-1.284730	-46.266753	-31.548943	1461.380426	89.560964	83.850225	84.947566	84.890941	6708.502520	1565.974218	12748.621364	5468.418866	13.906038	0.000000	45.560000	-0.649505	9.959138	-5.375332	22.043652	0.479387	33.626763	17.861397	27.027465	36.795442	46.667972
45.57	6977.106861	88.954025	0.000000	-0.858866	15.058490	2.000000	-1.305451	-46.420584	-31.960597	1461.627718	89.312621	83.614069	84.712518	84.655200	6784.830725	1533.740697	12851.530770	5417.298209	13.353755	0.000000	45.570000	-0.587516	10.058538	-5.493280	22.206216	0.253698	33.641356	17.785862	27.104894	36.637105	46.689206
45.58	6981.691860	88.643515	0.000000	-0.843165	14.439380	2.000000	-1.325082	-46.202610	-32.228538	1461.874147	89.066658	83.394760	84.536856	84.478641	6853.603934	1497.601683	12958.501923	5352.338225	12.804733	0.000000	45.580000	-0.496641	10.192160	-5.590146	22.386097	0.034106	33.654856	17.699216	27.174400	36.427838	46.667953
45.59	6991.331146	88.339055	0.000000	-0.822452	13.817400	2.000000	-1.348882	-46.188672	-32.309943	1462.119730	88.817072	83.201153	84.426326	84.367134	6913.037090	1461.617641	13044.126305	5268.489607	12.253166	0.000000	45.590000	-0.411675	10.342482	-5.689427	22.574888	-0.189742	33.667815	17.605422	27.231115	36.187821	46.618685
45.60	7003.742124	88.041732	0.000000	-0.800599	13.209034	2.000000	-1.386038	-47.281362	-32.304158	1462.364486	88.532255	83.000349	84.376006	84.315789	6965.427327	1431.829886	13096.631223	5162.140131	11.713672	0.000000	45.600000	-0.384149	10.496860	-5.787254	22.756322	-0.427989	33.682546	17.502324	27.273098	35.937994	46.559295
45.61	7016.800240	87.752682	0.000000	-0.772136	12.610094	2.000000	-1.407012	-46.607366	-32.171413	1462.608438	88.280947	82.816636	84.374113	84.312747	7024.464964	1406.332206	13121.087838	5025.483017	11.182536	0.000000	45.610000	-0.250355	10.655057	-5.882426	22.917222	-0.692848	33.703102	17.382226	27.305411	35.696150	46.512689
45.62	7028.726401	87.474904	0.000000	-0.736996	12.039144	2.000000	-1.424540	-45.801009	-31.779262	1462.851618	88.047751	82.690460	84.406395	84.343788	7092.399779	1378.191010	13115.759031	4866.859212	10.676222	0.000000	45.620000	-0.114491	10.826308	-5.975854	23.046426	-0.993731	33.728643	17.254420	27.329472	35.480258	46.495422
45.63	7037.974347	87.209060	0.000000	-0.704346	11.502231	2.000000	-1.456455	-46.633551	-31.283833	1463.094060	87.769500	82.551581	84.457988	84.394118	7148.273021	1339.716863	13130.271151	4696.499236	10.200091	0.000000	45.630000	-0.077812	11.001420	-6.047370	23.124170	-1.332414	33.756885	17.132424	27.349940	35.309404	46.518562
45.64	7043.524430	86.954939	0.000000	-0.669070	10.991138	2.000000	-1.471555	-46.134936	-30.692748	1463.335794	87.518338	82.404178	84.517420	84.452125	7196.806821	1328.514791	12968.458520	4511.417424	9.746858	0.000000	45.640000	0.025745	11.168025	-6.102173	23.120413	-1.710195	33.789412	17.016656	27.374705	35.204327	46.599849
45.65	7044.886065	86.714283	0.000000	-0.630535	10.518784	2.000000	-1.475556	-45.253770	-29.942207	1463.576860	87.289163	82.296769	84.599226	84.461323	7243.376655	1291.965339	12904.847899	4340.050490	9.327978	0.000000	45.650000	0.131269	11.327497	-6.176960	23.091287	-2.122577	33.824873	16.915416	27.400623	35.185423	46.750053
45.66	7041.751252	86.487057	0.000000	-0.595515	10.081245	2.000000	-1.483065	-45.090639	-29.163356	1463.817294	87.049372	82.211130	84.730351	84.369330	7266.946867	1273.671236	12683.764109	4251.086416	8.939972	0.000000	45.660000	0.185359	11.467561	-6.271580	22.938241	-2.530073	33.857903	16.850147	27.433621	35.268836	46.970914
45.67	7034.267942	86.272212	0.000000	-0.562418	9.657822	2.000000	-1.483794	-44.883554	-28.408954	1464.057131	86.821671	82.139398	84.851175	84.242849	7260.436669	1250.083093	12377.025722	4201.391538	8.564484	0.000000	45.670000	0.224226	11.568519	-6.350137	22.624307	-2.899813	33.885704	16.832098	27.479218	35.467361	47.261333
45.68	7025.599678	86.070128	0.000000	-0.524793	8.750987	2.000000	-1.474409	-44.602340	-27.713107	1464.296406	86.630401	82.124874	84.939039	84.132109	7226.619669	1262.929213	12068.586827	4137.900125	7.760310	0.000000	45.680000	0.241107	11.623102	-6.376504	22.231499	-3.237721	33.906669	16.866752	27.532832	35.791794	47.616070
45.69	7021.563346	85.882866	0.000000	-0.483419	7.837127	2.000000	-1.450577	-43.746978	-27.066236	1464.535160	86.472943	82.202653	85.001295	84.046957	7132.675321	1236.239326	11696.060301	4050.028120	6.949905	0.000000	45.690000	0.265411	11.626059	-6.399278	21.741157	-3.562533	33.916665	16.969592	27.595668	36.246356	48.025570
45.70	7021.509210	85.710813	0.000000	-0.444060	7.008878	2.000000	-1.427975	-43.905676	-26.481861	1464.773436	86.314560	82.314928	85.045654	83.971505	7022.318416	1308.591758	11278.404637	3973.520905	6.215420	0.000000	45.700000	0.206720	11.602309	-6.407380	21.144104	-3.877282	33.911722	17.154489	27.669160	36.820400	48.470831
45.71	7024.599151	85.552732	0.000000	-0.407431	6.193149	2.000000	-1.409393	-44.832701	-26.089736	1465.011273	86.158005	82.418770	85.094925	83.901305	6932.492060	1418.325153	10838.007100	3912.567624	5.492038	0.000000	45.710000	0.093279	11.479497	-6.408920	20.433141	-4.174673	33.894254	17.414926	27.757780	37.497802	48.942391
45.72	7029.680544	85.408599	0.000000	-0.368043	5.421373	2.000000	-1.374217	-43.834938	-25.819876	1465.248709	86.054192	82.526193	85.162992	83.831284	6711.563568	1373.706862	10362.964491	3861.354755	4.807632	0.000000	45.720000	0.093465	11.165726	-6.416355	19.590692	-4.452101	33.867934	17.740166	27.872271	38.253187	49.435879
45.73	7035.385164	85.280140	0.000000	-0.323921	4.360594	2.000000	-1.353023	-44.270788	-25.590411	1465.485788	85.976058	82.671076	85.264054	83.782366	6570.144346	1330.661298	9882.357926	3818.286597	3.866942	0.000000	45.730000	0.010486	10.813327	-6.405255	18.626415	-4.707235	33.830343	18.137550	28.019226	39.050275	49.929805
45.74	7041.439686	85.167061	0.000000	-0.284096	3.428904	2.000000	-1.348373	-46.268284	-25.584648	1465.722552	85.881453	82.787633	85.392957	83.744344	6389.210946	1428.841933	9413.742057	3767.992110	3.040726	0.000000	45.740000	-0.158890	10.411038	-6.375752	17.561088	-4.945832	33.784176	18.597046	28.207545	39.863574	50.416223
45.75	7046.308065	85.068820	0.000000	-0.241769	2.614783	2.000000	-1.321993	-45.827311	-25.677083	1465.959043	85.839004	82.884718	85.538927	83.704089	6213.589201	1436.604721	8988.100785	3718.283968	2.318770	0.000000	45.750000	-0.186091	9.962206	-6.357578	16.436092	-5.171504	33.784004	19.082938	28.435580	40.676087	50.904880
45.76	7048.673851	84.986176	0.000000	-0.201360	1.946909	2.000000	-1.303139	-46.124224	-25.709992	1466.195305	85.809968	82.978395	85.685268	83.667274	6062.009927	1443.368631	8603.752894	3670.490515	1.726504	0.000000	45.760000	-0.255677	9.502907	-6.336158	15.286488	-5.385305	33.814295	19.572115	28.679464	41.482027	51.402122
45.77	7047.808750	84.916471	0.000000	-0.171449	1.402101	2.000000	-1.304053	-48.262257	-25.875731	1466.431373	85.750515	83.023940	85.802242	83.659814	5919.980865	1443.572516	8265.483017	3609.543429	1.243372	0.000000	45.770000	-0.425433	9.049562	-6.322979	14.140023	-5.591770	33.850271	20.038940	28.914613	42.285714	51.914847
45.78	7043.106104	84.857057	0.000000	-0.143610	0.956495	2.000000	-1.288798	-48.761156	-26.122884	1466.667275	85.721504	83.048119	85.857270	83.732347	5807.576781	1446.894649	8062.724458	3447.681295	0.848212	0.000000	45.780000	-0.504101	8.621165	-6.313162	13.065290	-5.829178	33.899880	20.447210	29.123251	43.089792	52.453907
45.79	7031.578699	84.807723	0.000000	-0.118798	0.612877	2.000000	-1.270980	-49.231446	-26.331773	1466.903041	85.710470	83.075828	85.881615	83.829272	5727.378412	1441.583722	7897.890853	3356.347910	0.543495	0.000000	45.790000	-0.588413	8.243197	-6.304620	12.101068	-6.092654	33.963741	20.784418	29.289495	43.889319	53.017905
45.80	7013.908847	84.765772	0.000000	-0.104059	0.342749	2.000000	-1.268627	-51.349189	-26.636326	1467.138690	85.674410	83.076841	85.885387	83.923675	5668.469913	1441.746387	7772.634950	3257.321440	0.303947	0.000000	45.800000	-0.767927	7.921983	-6.294186	11.243830	-6.361989	34.034683	21.054690	29.413306	44.669297	53.592226
45.81	6992.637385	84.728327	0.000000	-0.094234	0.109765	2.000000	-1.260065	-52.508082	-27.072588	1467.374234	85.656989	83.061501	85.890170	83.969198	5632.339383	1459.496797	7655.041715	3166.739692	0.097339	0.000000	45.810000	-0.885113	7.657266	-6.280510	10.480598	-6.636800	34.110930	21.262899	29.512039	45.404775	54.159283
45.82	6970.391136	84.693896	0.059718	-0.090626	0.272794	2.000000	-1.250353	-53.196256	-27.546006	1467.609683	85.651190	83.035252	85.886465	83.953232	5619.274302	1447.757173	7565.345480	3094.338203	0.241912	0.000000	45.820000	-0.966550	7.452325	-6.272462	9.800993	-6.908184	34.149818	21.424845	29.602087	46.068487	54.697122
45.83	6949.486408	84.659115	0.100000	-0.096156	0.272794	2.000000	-1.253670	-55.120813	-28.087916	1467.845036	85.625733	82.972385	85.872621	83.876261	5582.326823	1421.554433	7532.484948	3046.570653	0.241912	0.000000	45.830000	-1.114876	7.308159	-6.268131	9.216197	-7.164585	34.166781	21.554485	29.691047	46.640346	55.184515
45.84	6931.723195	84.621882	0.100000	-0.104694	0.272794	2.000000	-1.254723	-56.500253	-28.700510	1468.080285	85.602681	82.897666	85.853906	83.752477	5575.712403	1407.739812	7535.224096	3014.971196	0.241912	0.000000	45.840000	-1.223845	7.250872	-6.267241	8.730194	-7.398339	34.182155	21.647551	29.777138	47.110406	55.611136
45.85	6918.275788	84.581632	0.100000	-0.114163	0.272794	2.000000	-1.256537	-57.369745	-29.308316	1468.315421	85.589796	82.826004	85.827423	83.594447	5590.804861	1387.342888	7570.211436	2994.705203	0.241912	0.000000	45.850000	-1.287941	7.235812	-6.276409	8.340752	-7.606084	34.198800	21.692490	29.846786	47.480917	55.977042
45.86	6909.633465	84.537605	0.100000	-0.126699	0.248296	2.000000	-1.268115	-58.895441	-29.934758	1468.550436	85.563953	82.748931	85.779492	83.436210	5703.532245	1357.363411	7642.439850	2978.282907	0.220187	0.000000	45.860000	-1.379225	7.231740	-6.289169	8.045864	-7.787989	34.218972	21.683137	29.885105	47.758095	56.281348
45.87	6906.364585	84.489431	0.837292	-0.137394	0.000000	2.000000	-1.283179	-60.111426	-30.605133	1468.785317	85.542465	82.683133	85.726024	83.296275	5734.431042	1295.560507	7744.482876	2933.616502	0.000000	0.000000	45.870000	-1.434567	7.228778	-6.306687	7.850844	-7.947624	34.242834	21.622148	29.888855	47.945840	56.520265
45.88	6911.144514	84.437682	1.920146	-0.146780	0.000000	2.000000	-1.295876	-60.771273	-31.276802	1469.020053	85.523365	82.607204	85.673415	83.159771	5737.922886	1279.403713	7811.295076	2901.269578	0.000000	0.000000	45.880000	-1.449757	7.252926	-6.321154	7.781697	-8.064293	34.267695	21.522611	29.863797	48.041401	56.683876
45.89	6922.707800	84.383051	3.072456	-0.153178	0.000000	2.000000	-1.310678	-61.650253	-31.954523	1469.254638	85.500642	82.525508	85.633410	83.042200	5851.761292	1401.437595	7884.919811	2894.533057	0.000000	0.000000	45.890000	-1.476983	7.321601	-6.324718	7.795868	-8.124621	34.287887	21.410141	29.826355	48.039480	56.759531
45.90	6939.147031	84.326723	4.283698	-0.155380	0.000000	2.000000	-1.327371	-62.413986	-32.597846	1469.489067	85.472107	82.438338	85.610921	82.956141	5901.965347	1313.198634	7962.140328	2904.746640	0.000000	0.000000	45.900000	-1.489053	7.418242	-6.355655	7.836357	-8.150203	34.299112	21.306166	29.794318	47.941659	56.742894
45.91	6958.755532	84.270536	6.097276	-0.151689	0.000000	2.000000	-1.342133	-62.742215	-33.156650	1469.723339	85.447234	82.355013	85.606505	82.910089	5938.442846	1249.549928	8068.484477	2890.739259	0.000000	0.000000	45.910000	-1.470114	7.522293	-6.383372	7.949999	-8.165266	34.302060	21.211545	29.768134	47.756749	56.639460
45.92	6981.343087	84.216444	8.097276	-0.142931	0.000000	2.000000	-1.359572	-63.190919	-33.612016	1469.957460	85.416973	82.276932	85.621330	82.909163	5967.153071	1297.281718	8110.622075	2944.698130	0.000000	0.000000	45.920000	-1.453779	7.623270	-6.390755	8.089602	-8.175938	34.298331	21.124001	29.744905	47.500052	56.464711
45.93	7004.655757	84.165970	10.097276	-0.130443	0.000000	2.000000	-1.379156	-63.641007	-33.958449	1470.191442	85.379732	82.201859	85.633329	82.981043	5994.652790	1365.106610	8159.618780	2994.676920	0.000000	0.000000	45.930000	-1.431736	7.719173	-6.406708	8.227471	-8.180844	34.291196	21.035138	29.718840	47.192789	56.241985
45.94	7026.506992	84.120564	12.097276	-0.113185	0.000000	2.000000	-1.396375	-63.675944	-34.158671	1470.425297	85.344847	82.136520	85.632034	83.145342	6029.856954	1230.821205	8257.010908	3024.868741	0.000000	0.000000	45.940000	-1.382077	7.815639	-6.442291	8.386386	-8.189807	34.285099	20.932890	29.681050	46.860181	55.997836
45.95	7045.290874	84.081892	14.097276	-0.092342	0.000000	2.000000	-1.412430	-63.815318	-34.215493	1470.659045	85.307846	82.083389	85.634416	83.364532	6074.064175	1216.568533	8339.459413	3027.674584	0.000000	0.000000	45.950000	-1.344918	7.920213	-6.457317	8.565383	-8.202537	34.282983	20.811908	29.626599	46.525614	55.754685
45.96	7060.050318	84.050786	16.097276	-0.070001	0.000000	2.000000	-1.426310	-64.072806	-34.170470	1470.892706	85.266899	82.038674	85.641576	83.617662	6122.109370	1353.808038	8434.373097	2890.490993	0.000000	0.000000	45.960000	-1.324363	8.035729	-6.459671	8.758794	-8.230389	34.285420	20.676725	29.560124	46.209203	55.530118
45.97	7070.477713	84.027732	18.097276	-0.046457	0.000000	2.000000	-1.433754	-63.939794	-34.044966	1471.126303	85.235252	82.006770	85.653419	83.890243	6170.493184	1363.021555	8514.741112	2875.478344	0.000000	0.000000	45.970000	-1.290108	8.160653	-6.473552	8.966807	-8.251159	34.291070	20.538140	29.492193	45.924134	55.334596
45.98	7076.861138	84.013127	20.097276	-0.022922	0.000000	2.000000	-1.438727	-64.069112	-33.848936	1471.359859	85.208971	81.989507	85.669438	84.167025	6210.820346	1209.263406	8567.072527	2821.530709	0.000000	0.000000	45.980000	-1.285471	8.288033	-6.502400	9.173343	-8.320950	34.294058	20.416852	29.438808	45.679975	55.173002
45.99	7079.953067	84.006466	22.097276	-0.002216	0.000000	2.000000	-1.443893	-64.954903	-33.633737	1471.593397	85.171393	81.973821	85.689866	84.429912	6234.002200	1197.002283	8595.189708	2773.600983	0.000000	0.000000	45.990000	-1.344084	8.403834	-6.511152	9.366196	-8.455117	34.293905	20.328346	29.412859	45.481546	55.047983
46.00	7080.792562	84.006746	24.097276	0.016127	0.000000	2.000000	-1.444218	-65.728983	-33.428880	1471.826936	85.137889	81.958644	85.714213	84.670786	6242.842818	1348.769833	8603.638751	2717.566944	0.000000	0.000000	46.000000	-1.407704	8.497878	-6.511189	9.536743	-8.610483	34.290390	20.276492	29.421210	45.332889	54.966371
46.01	7080.550068	84.013364	26.097276	0.032751	0.000000	2.000000	-1.440479	-66.422761	-33.223440	1472.060493	85.119358	81.953402	85.740776	84.894871	6243.485589	1253.783734	8596.789293	2700.488794	0.000000	0.000000	46.010000	-1.476692	8.569594	-6.546362	9.679207	-8.748868	34.283507	20.262306	29.464996	45.238799	54.934744
46.02	7080.410308	84.025265	28.097276	0.044828	0.000000	2.000000	-1.439025	-68.087749	-33.058493	1472.294083	85.083580	81.943685	85.770056	85.107085	6232.923893	1175.710725	8582.411577	2659.813778	0.000000	0.000000	46.020000	-1.620687	8.618984	-6.584343	9.787979	-8.876727	34.273540	20.286028	29.541607	45.202528	54.953752
46.03	7081.455611	84.041330	30.097276	0.056245	0.000000	2.000000	-1.430537	-68.909683	-32.929328	1472.527718	85.064840	81.933883	85.802493	85.306991	6216.221947	1211.156118	8578.934515	2608.362069	0.000000	0.000000	46.030000	-1.714629	8.645459	-6.602102	9.839526	-9.009400	34.261672	20.343567	29.646304	45.226895	55.023324
46.04	7084.548043	84.061597	32.097276	0.067387	0.000000	2.000000	-1.419615	-69.374970	-32.792210	1472.761410	85.064504	81.937381	85.835808	85.499558	6168.681730	1144.243255	8534.769912	2549.240572	0.000000	0.000000	46.040000	-1.786084	8.647120	-6.656532	9.834393	-9.147592	34.246341	20.431172	29.766937	45.316734	55.142494
46.05	7090.259829	84.085530	34.097276	0.075759	0.000000	2.000000	-1.411191	-71.074086	-32.693288	1472.995167	85.046702	81.939170	85.873756	85.687745	6117.990013	1119.934374	8383.340281	2516.944202	0.000000	0.000000	46.050000	-1.953644	8.639006	-6.741486	9.815536	-9.302733	34.231071	20.543371	29.891524	45.470198	55.303554
46.06	7098.848909	84.112271	36.097276	0.084289	0.000000	2.000000	-1.398345	-72.167706	-32.660440	1473.228999	85.031548	81.932902	85.932317	85.858020	6101.061118	1080.558518	8362.762124	2450.263771	0.000000	0.000000	46.060000	-2.083411	8.625200	-6.827038	9.773115	-9.475790	34.216736	20.672850	30.018369	45.675661	55.497723
46.07	7110.225906	84.142913	38.097276	0.096281	0.000000	2.000000	-1.385981	-72.335703	-32.650852	1473.462917	85.053735	81.941528	86.034146	85.960216	6017.290454	1087.676585	8185.094920	2419.870869	0.000000	0.000000	46.070000	-2.135000	8.587894	-6.880110	9.600504	-9.640189	34.202936	20.815078	30.148452	45.919026	55.718077
